cell_specimen_id,splithalf_r
662220084,0.13059900458272758
662220119,0.8206791400163044
662220063,0.8797850273624988
662220185,0.7489591413238321
662220021,0.4157019615845287
662220048,0.9666580204654344
662220126,0.2135869412772065
662220112,0.08743002103947653
662220105,0.1975196698387001
662220098,0.5128481440663581
662220091,0.7230481519313208
662220001,0.9186325682406608
662220053,0.8004644498809688
662220008,0.45052387096658814
662220209,0.293702713389578
662219987,0.7008053402797174
662220191,0.3546348235003404
662220037,0.3505108231582442
662220173,0.03000526666795525
662219952,0.5386048487345438
662219966,0.3834828547447263
662220221,0.7801237242668541
662219980,0.5849589703005573
662219994,0.58832208577605
662219973,0.19122271751760966
688142111,0.3234697290416947
688142132,0.5509882895411444
688142997,0.300103574430795
688142482,0.9730495102319313
688142862,0.5363390197131629
688141781,0.9336901311792167
688141809,0.6169254297777321
688141767,0.11721763438400401
688140902,0.9222603288593894
688140909,0.2757006750455312
688141823,0.4919744247427201
688140752,0.9056916593015676
688143200,0.1051103417929938
688140839,-0.007990134608893877
688143362,0.7126460613884414
688140811,0.850876775790143
688143334,0.6247848008403633
688143313,0.6335962242081609
688143327,0.49134328837245195
688142067,0.7366513521789699
688142750,0.8376985085946613
688143341,0.9343154403930188
688142912,0.9486312954624061
688142743,0.8889345974818508
688142018,0.16491600347408034
688141152,0.5873398107202993
688141117,0.4972460756799217
688142917,0.6448979340311274
688142091,0.7564892360360399
688143730,0.4326340001115367
688140832,0.7028824839154088
688142531,0.3380704777723823
688142517,0.7623037870529629
688142503,0.94288875144041
688141257,0.2538568176728745
688140867,0.7945948146938874
688140860,0.4457606418732595
688143144,0.19265922364728955
688141278,0.7480988301995847
688141626,0.6008059051960704
688141591,0.5443484685741181
688141897,0.8882226869289583
688143132,0.6701882562706813
688142467,0.8968863338434265
688141619,0.21057967814523257
688141612,0.817867850574459
688141577,0.39947073847482284
688141570,0.2210082596038901
688143667,0.48537707930273255
688143681,0.9247394427214672
688143674,0.6395672961092324
688141208,0.41618003615812443
688140784,0.13655323797523072
688141236,0.3830425173914416
688142291,0.32541510730913403
688143193,0.4147234289005941
688140929,0.7690873675801185
688141010,0.4476894658470448
688143084,0.9077974776179975
688142053,0.5440545080657124
688142060,0.6570850036666481
688142046,0.8604824128797333
688141633,0.7877814724731784
688141131,0.8681240638412902
688141549,0.18527081391438738
688143558,0.8917093636777921
688141222,-0.002493407379685053
688143551,0.6351991181851391
688141229,0.8944998862701525
688143220,0.4597878734219299
688141187,0.6436875282666787
688143262,0.4920438460277967
688141052,0.4284010364014578
688141017,0.9415427834997022
688141535,0.8183768942772535
688142155,0.8222492836003865
688141918,0.3122781980092458
688142169,0.47857854631112057
